DataLabel,TE1,TE2,TE3,TE4,Program Number,Batch Status
381,122.05322580645162,122.22096774193548,122.22741935483872,122.20967741935483,12,OK
382,122.07527472527472,122.29615384615386,122.28406593406594,122.27637362637363,17,OK
383,122.07472527472527,122.27912087912088,122.27637362637363,122.27142857142856,17,OK
384,122.07637362637361,122.27472527472527,122.27472527472527,122.26483516483516,17,OK
385,121.38846153846154,121.59120879120879,121.58956043956043,121.58296703296702,8,OK
386,,,,,2,Maintenance
387,,,,,1,Maintenance
388,122.09453551912569,122.27486338797814,122.27868852459017,122.27158469945356,17,OK
389,122.08076923076923,122.27967032967032,122.27857142857144,122.26923076923077,17,OK
390,,,,,2,Maintenance
391,,,,,1,Maintenance
392,122.03870967741935,122.24354838709678,122.24516129032257,122.23870967741935,12,OK
393,121.7,121.8,121.86666666666667,121.8,16,FAILED
394,,,,,2,Maintenance
395,,,,,1,Maintenance
396,110.17554945054945,115.25192307692306,114.54450549450549,115.50824175824175,12,OK
397,122.03406593406594,122.27197802197803,122.27637362637363,122.27142857142856,16,OK
398,122.03461538461538,122.2686813186813,122.27142857142856,122.2686813186813,16,OK
399,121.99175824175825,122.27857142857144,122.27582417582418,122.27252747252747,16,OK
400,,,,,2,Maintenance
401,,,,,1,Maintenance
402,122.03709677419356,122.22096774193548,122.22258064516129,122.21451612903226,12,OK
403,122.08021978021978,122.28021978021978,122.27912087912088,122.27417582417581,17,OK
404,122.08131868131868,122.26978021978022,122.27747252747253,122.27142857142856,17,OK
405,122.08076923076923,122.27802197802197,122.27582417582418,122.26923076923077,17,OK
406,122.07527472527472,122.27307692307693,122.27637362637363,122.26813186813186,17,OK
407,122.06263736263735,122.27692307692307,122.27747252747253,122.26758241758242,17,OK
408,122.05274725274724,122.27087912087912,122.27197802197803,122.26373626373626,17,OK
409,,,,,2,Maintenance
410,,,,,1,Maintenance
411,122.02741935483871,122.24193548387096,122.24354838709678,122.23709677419355,12,OK
412,122.07802197802198,122.27527472527471,122.27582417582418,122.26978021978022,17,OK
413,122.07197802197801,122.27747252747253,122.27802197802197,122.26978021978022,17,OK
414,122.07362637362637,122.27307692307693,122.27637362637363,122.2631868131868,17,OK
415,122.06483516483516,122.27472527472527,122.27582417582418,122.26923076923077,17,OK
416,122.05934065934065,122.27197802197803,122.27527472527471,122.26373626373626,16,OK
417,121.99450549450549,122.27362637362637,122.27967032967032,122.24725274725274,16,OK
418,,,,,2,Maintenance
419,,,,,1,Maintenance
420,122.04677419354839,122.23870967741935,122.23548387096774,122.22258064516129,12,OK
421,27.2,84.44000000000001,81.78,88.28,17,FAILED
422,122.04175824175823,122.28186813186812,122.28186813186812,122.27637362637363,16,OK
423,,,,,2,Maintenance
424,,,,,1,Maintenance
425,122.08225806451613,122.23387096774194,122.23225806451612,122.22741935483872,12,OK
426,122.09065934065934,122.27472527472527,122.27637362637363,122.2686813186813,17,OK
427,122.09395604395604,122.27802197802197,122.28296703296704,122.27417582417581,17,OK
428,122.08186813186812,122.27472527472527,122.27912087912088,122.27197802197803,17,OK
429,122.09010989010987,122.27087912087912,122.27527472527471,122.26648351648352,17,OK
430,122.08516483516483,122.27527472527471,122.28186813186812,122.27197802197803,17,OK
431,122.07802197802198,122.2653846153846,122.27417582417581,122.26483516483516,17,OK
432,122.04725274725274,122.27142857142856,122.27692307692307,122.26703296703296,16,OK
433,121.38956043956044,121.58241758241758,121.58461538461538,121.57582417582417,8,OK
434,,,,,2,Maintenance
435,,,,,1,Maintenance
436,122.03387096774193,122.2290322580645,122.24032258064516,122.22258064516129,12,OK
